DETL_NAMES,COUNCIL_DIST_24,COMP_PLAN_NAME
"Wallingford, Meridian, Northlake, University District",4,Wallingford
"Wallingford, Meridian, Northlake, University District",4,Wallingford
"Fremont, Wallingford, Northlake",4,Fremont
"Wallingford, Meridian, Northlake, University District",4,Wallingford
"Fremont, Wallingford, Northlake",4,Outside Villages
"Central Area, Mann, Minor, Squire Park",3,Outside Villages
"Madrona, Leschi, Harrison/Denny-Blaine",3,Outside Villages
"Central Area, Mann, Minor, Squire Park",3,Outside Villages
"Central Area, Mann, Minor, Squire Park",3,Outside Villages
"Central Area, Mann, Minor, Squire Park",3,Outside Villages
"Mt. Baker, North Rainier, Atlantic",3,23rd & Union-Jackson
"Madrona, Leschi, Harrison/Denny-Blaine",3,Outside Villages
"Mt. Baker, North Rainier, Atlantic",3,23rd & Union-Jackson
"Mt. Baker, North Rainier, Atlantic",2,Outside Villages
"North Beacon Hill, Jefferson Park",2,North Beacon Hill
"North Delridge, Pigeon Point, Avalon, Luna Park, Harbor Island",1,Outside Villages
"North Delridge, Pigeon Point, Avalon, Luna Park, Harbor Island",1,West Seattle Junction
"North Delridge, Pigeon Point, Avalon, Luna Park, Harbor Island",1,Outside Villages
"North Delridge, Pigeon Point, Avalon, Luna Park, Harbor Island",1,Outside Villages
"High Point, Delridge",1,Outside Villages
"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,Outside Villages
"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,Outside Villages
"Riverview, Delridge",1,Outside Villages
"High Point, Delridge",1,Outside Villages
"High Point, Delridge",1,Outside Villages
"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,Ballard-Interbay-Northend
"Madison-Miller, Miller Park, Capitol Hill, Stevens",3,Madison-Miller
